,geo_level_1_id,geo_level_2_id,geo_level_3_id,damage_grade,damage_grade
,,,,count,mean
0,0,62,3149,1,2.0
1,0,62,4066,1,2.0
2,0,62,5354,4,2.0
3,0,62,8166,2,2.0
4,0,69,1715,3,2.0
5,0,69,3860,9,2.2222222222222223
6,0,69,4001,6,1.5
7,0,69,4184,6,1.5
8,0,69,4203,8,2.0
9,0,69,5688,7,2.0
10,0,69,5824,11,2.0
11,0,69,5905,1,2.0
12,0,69,7944,5,2.4
13,0,81,192,5,2.0
14,0,81,351,3,2.0
15,0,81,2839,8,2.125
16,0,81,6668,2,1.5
17,0,81,7314,5,2.0
18,0,81,8453,1,2.0
19,0,81,10235,2,2.5
20,0,81,12122,2,2.0
21,0,114,507,3,2.0
22,0,114,3876,2,2.5
23,0,114,6056,2,2.0
24,0,114,6365,3,2.3333333333333335
25,0,114,8672,6,2.0
26,0,114,9169,3,2.0
27,0,114,11072,3,2.0
28,0,114,11078,5,2.0
29,0,146,1276,8,2.375
30,0,146,5397,7,2.4285714285714284
31,0,146,5503,1,2.0
32,0,146,8055,5,2.2
33,0,146,10071,14,2.142857142857143
34,0,146,10864,8,2.25
35,0,146,11169,14,2.142857142857143
36,0,146,11416,6,2.3333333333333335
37,0,146,11681,10,2.2
38,0,149,4455,1,2.0
39,0,149,4987,2,2.0
40,0,149,7895,1,1.0
41,0,152,1635,2,2.5
42,0,152,3078,13,2.3076923076923075
43,0,152,6235,3,2.3333333333333335
44,0,152,9060,12,2.1666666666666665
45,0,152,9445,1,2.0
46,0,152,9856,5,2.0
47,0,152,10115,2,2.5
48,0,152,11854,4,2.25
49,0,152,11957,5,2.6
50,0,153,240,1,1.0
51,0,153,4563,1,3.0
52,0,153,11571,1,2.0
53,0,163,1263,11,2.090909090909091
54,0,163,1297,2,2.0
55,0,163,2376,4,2.0
56,0,163,6182,5,2.0
57,0,163,7170,9,2.2222222222222223
58,0,163,7220,2,2.5
59,0,163,7298,8,2.25
60,0,163,10661,6,2.0
61,0,200,586,1,2.0
62,0,200,1137,1,3.0
63,0,200,3209,2,2.0
64,0,200,8372,1,3.0
65,0,200,8724,2,2.5
66,0,200,12126,2,2.0
67,0,245,2117,2,2.0
68,0,245,2562,9,2.3333333333333335
69,0,245,6147,2,2.0
70,0,245,7816,2,2.0
71,0,245,9435,6,2.3333333333333335
72,0,245,10885,2,2.5
73,0,245,11438,5,2.2
74,0,245,12555,8,2.25
75,0,252,1738,9,2.0
76,0,252,4211,12,2.0833333333333335
77,0,252,4543,26,2.1153846153846154
78,0,252,5169,3,2.0
79,0,252,8079,9,2.111111111111111
80,0,252,9304,9,2.111111111111111
81,0,252,10930,12,2.0
82,0,252,11926,2,2.0
83,0,279,303,3,2.3333333333333335
84,0,279,5356,10,2.2
85,0,279,6248,5,2.2
86,0,279,6904,1,2.0
87,0,279,8793,2,2.5
88,0,279,9764,7,2.2857142857142856
89,0,291,2574,2,2.5
90,0,291,4528,4,2.25
91,0,291,6429,1,3.0
92,0,291,12314,1,2.0
93,0,332,2148,2,2.5
94,0,332,4437,2,2.5
95,0,332,6382,1,3.0
96,0,332,10302,1,3.0
97,0,332,11492,3,2.3333333333333335
98,0,357,1151,7,2.2857142857142856
99,0,357,3766,4,2.25
100,0,357,4560,6,2.0
101,0,357,5457,5,1.8
102,0,357,9459,5,1.8
103,0,357,10696,14,1.8571428571428572
104,0,357,11955,5,1.8
105,0,357,11976,5,1.8
106,0,462,257,3,1.6666666666666667
107,0,462,3111,3,2.0
108,0,462,6851,4,2.25
109,0,462,7537,3,2.0
110,0,462,8881,2,2.0
111,0,462,9513,6,2.0
112,0,462,10250,6,2.3333333333333335
113,0,462,10579,1,2.0
114,0,462,12417,2,2.0
115,0,536,869,2,3.0
116,0,536,3117,4,2.0
117,0,536,3242,9,2.0
118,0,536,3669,4,1.75
119,0,536,5335,5,2.0
120,0,536,7600,2,1.5
121,0,536,9578,3,2.0
122,0,536,9917,9,2.0
123,0,536,10119,3,1.6666666666666667
124,0,540,1565,8,2.0
125,0,540,1697,6,2.5
126,0,540,1933,5,2.0
127,0,540,2361,5,2.4
128,0,540,4031,4,2.0
129,0,540,5530,17,2.1176470588235294
130,0,540,5563,4,2.25
131,0,540,8892,10,2.3
132,0,540,11747,2,2.0
133,0,549,1745,15,2.1333333333333333
134,0,549,2061,9,2.0
135,0,549,2269,11,2.1818181818181817
136,0,549,3000,5,2.2
137,0,549,3436,13,2.1538461538461537
138,0,549,3648,2,2.0
139,0,549,6974,8,2.125
140,0,549,9286,8,2.125
141,0,549,12036,10,2.0
142,0,590,110,3,2.0
143,0,590,740,2,2.5
144,0,590,2077,3,2.0
145,0,590,7522,5,2.2
146,0,590,7529,8,2.25
147,0,590,7846,8,2.125
148,0,590,8128,4,2.25
149,0,590,9942,3,2.6666666666666665
150,0,604,818,6,2.0
151,0,604,945,3,2.0
152,0,604,2694,3,2.3333333333333335
153,0,604,4663,5,2.4
154,0,604,5074,13,2.1538461538461537
155,0,604,5602,7,2.0
156,0,604,8644,2,3.0
157,0,604,10023,3,2.0
158,0,607,1854,3,2.3333333333333335
159,0,607,2781,3,2.3333333333333335
160,0,607,5972,7,2.7142857142857144
161,0,607,6077,2,2.0
162,0,607,6843,8,2.25
163,0,607,7779,1,2.0
164,0,607,8696,7,2.0
165,0,607,9866,3,2.0
166,0,607,9992,10,2.4
167,0,608,5040,2,1.5
168,0,608,5545,3,2.3333333333333335
169,0,608,6258,1,1.0
170,0,608,9712,2,2.0
171,0,608,9759,4,2.0
172,0,608,9941,2,2.0
173,0,608,12098,4,2.5
174,0,614,32,2,2.0
175,0,614,1861,4,2.0
176,0,614,3573,11,2.1818181818181817
177,0,614,4722,4,2.25
178,0,614,7860,3,2.3333333333333335
179,0,614,8356,3,2.3333333333333335
180,0,614,9512,1,2.0
181,0,614,11913,5,2.2
182,0,614,12442,1,2.0
183,0,623,5075,4,2.5
184,0,623,5092,1,2.0
185,0,623,8529,2,2.5
186,0,623,9154,3,3.0
187,0,623,10253,1,3.0
188,0,623,12499,1,3.0
189,0,653,2160,1,2.0
190,0,653,2234,3,2.0
191,0,653,2647,2,2.0
192,0,653,2724,1,3.0
193,0,653,4468,1,2.0
194,0,653,7415,3,2.0
195,0,653,11092,3,2.0
196,0,653,11434,2,2.5
197,0,657,299,1,2.0
198,0,657,3319,1,3.0
199,0,657,4180,1,2.0
200,0,657,11456,1,3.0
201,0,657,11620,3,2.6666666666666665
202,0,664,1880,3,2.0
203,0,664,3706,11,2.090909090909091
204,0,664,4039,5,2.0
205,0,664,7320,6,2.1666666666666665
206,0,664,8464,2,2.0
207,0,664,9092,2,2.0
208,0,664,9929,4,2.25
209,0,664,10228,4,2.25
210,0,664,10292,5,2.2
211,0,676,3678,4,2.25
212,0,676,4601,2,1.5
213,0,676,4774,1,2.0
214,0,676,6484,1,1.0
215,0,676,6532,7,1.5714285714285714
216,0,676,8029,11,2.1818181818181817
217,0,676,10831,1,1.0
218,0,681,46,7,2.0
219,0,681,1609,7,2.2857142857142856
220,0,681,9939,1,2.0
221,0,681,10077,1,2.0
222,0,681,10230,4,2.0
223,0,681,10429,1,2.0
224,0,681,11831,2,2.0
225,0,742,3143,2,2.0
226,0,742,5512,5,2.0
227,0,742,6892,4,2.5
228,0,742,7211,6,2.1666666666666665
229,0,742,9477,1,2.0
230,0,742,11377,4,2.0
231,0,742,11960,4,2.0
232,0,757,1937,2,2.0
233,0,757,4055,2,2.0
234,0,757,4500,10,2.3
235,0,757,4510,13,2.0
